size,demand,cost,location,use_type,roi,risk_score,tax_saving,demand_forecast,material_cost,land_score,investor_score,recommendation_score
2206,1.0,173867,Chicago,Industrial,15.19,0.07651515190110209,16.507020045027875,0.9651452028540616,264491.89,2.6624059552651764,77.19743682574934,0.9073520203811839
2411,0.9076409227765777,189185,Austin,Residential,12.73,0.38351903507776947,13.131746591612433,1.0,283767.86,8.216570440888937,51.501118997869355,0.7738923859688922
2948,0.7845863680078539,155681,Chicago,Mixed-use,13.01,0.45497229187698895,15.772671575569396,0.7549701094984473,314957.12,4.946796543423078,59.736015084262704,0.6500991270485833
1877,0.7892131512497929,232448,New York,Residential,11.75,0.48081256166785113,19.898328740358245,0.786905100676065,202808.36,3.834819184671901,40.51417852749279,0.6399370156032856
1623,0.8280123338170461,284976,Seattle,Industrial,11.35,0.08464524449489408,11.519751113192694,0.7374122585089846,137776.66,3.70363733930369,50.81611075307947,0.7746068056056363
1555,0.8138392884680147,324050,Chicago,Residential,10.72,0.5502389452162072,21.559627515527367,0.5835118397088074,178781.28,7.74245239619422,48.92814250833941,0.5205091577970401
1592,0.7421787135954063,244303,Austin,Mixed-use,10.46,0.5552098506957227,10.362167454317873,0.727644742331064,131157.85,2.1525238597149046,44.73877517597064,0.5735739566541366
1961,0.7156301655927814,226011,Denver,Industrial,10.36,0.34944308098822824,13.543494469543475,0.6880353395573552,181802.78,3.5156559452150633,46.26867882271591,0.6390369034276507
2170,0.6906110308150716,261381,Austin,Commercial,8.99,0.47686545279478937,12.492248445661245,0.8616018989558423,259631.96,6.863199282296305,40.131260330233836,0.6437945784644211
2138,0.5869053116699985,187364,San Francisco,Industrial,9.27,0.42158178247435296,14.18261705469827,0.6536499140683204,207157.48,6.597355083048825,42.984327720248665,0.585527252637587
2413,0.6578987384699838,406715,Austin,Commercial,10.35,0.01926342122628917,12.453291374027776,0.6165866265223537,205699.2,3.9560366853047135,55.15430746621214,0.7424292821184258
2006,0.44605647787069214,129425,New York,Residential,7.91,0.37158596907891883,12.225841009521154,0.4602227803446197,238256.2,8.57268142927882,31.031140889540612,0.5145547245062804
2726,0.6852490559807874,263855,Seattle,Residential,11.84,0.2343213522691157,11.439760183465138,0.7759508523477529,325390.59,3.7738670179145,50.12334025228923,0.735051800031455
1867,0.5517113339273624,401770,Seattle,Mixed-use,7.14,0.21453123501308138,16.93216088566866,0.6033868366263491,163328.35,5.582905258684821,28.092310678432177,0.6269422406453071
3360,0.5344616024176343,250509,Chicago,Commercial,11.76,0.42969099081717904,14.286126012178258,0.7013521858507127,385029.63,5.318142229129688,57.25911878879718,0.6262644780134135
2312,0.7269841226730217,235747,New York,Residential,8.84,0.21036316226989954,13.501468740901476,0.648044480751,221066.35,5.325870348640848,33.61524366930224,0.6634725273924402
1571,0.9088003429516899,223191,San Francisco,Commercial,12.55,0.3566972978428143,15.846770731746483,1.0,149645.19,5.609338584272042,58.07017106387349,0.7828210808628744
1464,0.8377474909003468,236470,New York,Residential,12.66,0.17797302062546042,10.516093466728321,0.7954602573669364,132503.57,5.549602990259163,62.20233521237074,0.7735948946965905
2241,0.4644249094565234,352963,Austin,Industrial,9.04,0.24464652174690818,15.919117631899038,0.4837865589332221,183287.83,5.524971664421768,47.64735523087661,0.5860560148745256
1888,0.5515557795144493,84110,New York,Residential,9.11,0.2683848586910916,14.718691796936263,0.49578808003713215,171280.04,5.636145684889241,42.63009853211376,0.5820612885384162
2357,0.8411156781982323,365007,New York,Mixed-use,10.87,0.06776004454527226,14.810886509912317,0.8269148608968596,193630.09,8.17071424862376,50.87868044526043,0.812361926540635
2236,0.5526268909692535,143203,San Francisco,Industrial,11.01,0.2616384480331696,16.557500252720835,0.573783096997149,261555.84,5.535172775765809,47.7798531024471,0.6349578595855918
1963,0.6663050275004463,230001,Austin,Mixed-use,10.07,0.33560100375164553,19.930572026380474,0.7256303839282272,208998.31,7.383892055688453,43.60907683762239,0.6567117520706327
1576,0.7825078148536827,217806,Denver,Industrial,10.77,0.3838032815694028,15.968924225864576,0.7886435289914151,181972.69,6.297445181508077,51.837280635262154,0.6696360989688049
1242,0.5547483317704547,294141,Denver,Commercial,6.36,0.19477696835778838,14.400376476585652,0.30613336392343105,134995.0,6.732460975249997,31.937059926590734,0.5081425582262571
1776,0.715806325921894,130140,Seattle,Mixed-use,9.65,0.34416528770380034,11.452066837272197,0.7081114500919379,151406.62,7.555822470825245,35.938137741472694,0.6420784649552551
2428,0.4998961757622693,284662,Chicago,Residential,9.19,0.1441158488067729,7.82754622309867,0.6469362519942845,285589.28,3.7194560196033324,44.460997150388806,0.6930281612750047
2107,0.6097948534073179,401823,New York,Commercial,9.49,0.09880088234097001,15.383652501488587,0.6013076737603801,244402.99,7.254799853938151,49.60029952305905,0.695902716567764
1377,0.7479672901213805,147761,Seattle,Residential,10.73,0.23669864017550185,11.2210999794574,0.8978154741340519,129332.03,5.575691841565643,47.73015026854413,0.77174673358342
2086,0.4610509399702496,264227,San Francisco,Industrial,6.92,0.2589620086611777,7.379209637243562,0.4490312655435541,176186.34,4.077988001751556,18.6208876928685,0.5452277027529506
2192,0.7660712106940598,200351,Denver,Industrial,10.78,0.3317566821141284,13.947388730702228,0.6088730686140986,237100.29,7.55156005904465,46.282500772997956,0.6186465545999881
1558,0.6970543301609978,281941,New York,Residential,8.12,0.14844362569567263,15.718445207285633,0.6537588455545219,170031.48,5.149208038883714,30.205378984771162,0.6833260879435397
2076,0.7828734931625722,251436,San Francisco,Residential,11.04,0.22320334751822235,17.232911449607823,0.7270301246208736,240552.68,6.754989530129827,42.518658329652396,0.7119307108410606
2029,0.7335871201096992,201888,Chicago,Commercial,10.17,0.03668146500467023,18.183752140813567,0.7106338138762169,166593.54,0.5751028088338428,55.442200195056316,0.7712809395486188
1428,0.9046210644960766,286590,San Francisco,Residential,10.09,0.21773441504590182,17.627136490785148,0.7860892202558508,122334.12,7.452165464513918,58.70046482922514,0.7282419220839796
2178,0.718783675397186,385326,New York,Mixed-use,10.98,0.6945650818890275,17.7077250888122,0.7179015287068706,226359.43,10.0,47.830125630955095,0.5191345787271373
2280,0.635589168831212,235682,Chicago,Mixed-use,8.93,0.10493633802481113,10.59578996223404,0.6027631847645282,238864.8,5.984670373885065,29.49830822539037,0.6884307386958869
2541,0.7183446254548426,303981,San Francisco,Residential,12.32,0.49528514716697436,14.551213087779725,0.8471308111927017,206696.09,5.472890020915553,50.829233603917984,0.6639382656102909
2526,0.7814947043554581,153004,Chicago,Mixed-use,13.22,0.25116245822832417,16.73950669978384,0.6604709921642906,242186.01,5.0774179559205805,58.12830880098712,0.6959234135743866
1311,0.7073290105488556,178267,New York,Residential,10.08,0.2755735036581805,15.1391238454359,0.7318958792123204,135513.44,7.111192423143341,37.533918274920666,0.683328950221656
1531,0.7060887536805823,285430,New York,Commercial,11.26,0.09895372423912556,14.534552170252498,0.7471915659423265,167669.69,5.3917882703533735,56.645219230663415,0.7718951366812805
2257,0.5947012468289866,361308,Chicago,Mixed-use,7.81,0.30658371821509667,15.084270059736927,0.6721993357297481,209102.08,7.295116828787242,31.99435691073516,0.6243462470058607
2256,0.6005648623673577,276671,Austin,Mixed-use,10.46,0.19506778675984895,15.736601994627451,0.5642060746855149,224147.45,9.444896133751225,42.57819631690999,0.6522553151702664
2257,0.4896092092300459,226520,Seattle,Residential,8.21,0.2602259004177,14.769318883693018,0.5116893086892995,254052.87,7.682077921096555,25.563755772698354,0.58268536330864
3926,0.9624365114780409,249946,San Francisco,Mixed-use,19.41,0.19079387305936055,12.4611619277728,0.9977643240226691,463879.68,5.650667422642904,90.18954189128802,0.9168881803853235
2285,0.5134205146913072,156219,San Francisco,Industrial,8.81,0.11639648266573245,9.891527678587128,0.34858413464187243,203850.76,3.769048995177867,41.7616055705551,0.580975060790456
2567,0.5960642203306139,295338,Austin,Commercial,9.41,0.27683530034270337,14.387918515586273,0.5632941611850674,231342.37,5.1835623092861685,40.92121005835855,0.6086835443369456
2477,0.5922389101646204,316174,Austin,Commercial,10.08,0.32604046719380464,15.172448262915823,0.5889724037779215,291277.19,5.678626868639468,49.19310233216497,0.6059727746336467
2325,0.8342386565416662,216093,Austin,Mixed-use,12.6,0.19772883266885483,15.139738744427824,0.8426964785534118,222819.74,3.3628012790762627,60.73534351228897,0.7839870583538228
1842,0.6557575482561958,214746,Denver,Mixed-use,9.11,0.14976055014110307,17.858763190746636,0.6629914474857431,200287.9,8.173870435665368,40.83164544961408,0.696392358937856
2379,0.88716131090106,269940,Denver,Industrial,12.29,0.16386587683553636,18.391818903068778,0.9309134401318565,248583.16,7.138172578979834,54.08654451797838,0.829719025318528
1613,0.5989764063634196,217246,Chicago,Industrial,10.25,0.4158043219078622,14.687931588692273,0.7927368990628358,147466.12,3.902817411447421,34.07928077214897,0.6532730308619895
1881,0.7418491243335702,245040,Denver,Mixed-use,9.65,0.3025972797621646,14.709405490509573,0.6823062669590716,199654.02,2.441569225340809,36.74167510395736,0.6483835948787628
1757,0.5746979420110363,407479,New York,Mixed-use,8.01,0.32783176692536914,16.71938579871195,0.6128151192663605,186633.17,7.435703821270726,40.28496871692415,0.5940933409363964
2040,1.0,231473,Chicago,Industrial,15.3,0.36870241493895783,16.279645138553924,1.0,211543.36,2.7133141807206758,73.44931655584568,0.8055190340244169
3157,0.5218602371455731,223124,San Francisco,Residential,11.51,0.049113922897548526,13.672325394595997,0.34199637514944536,265145.17,6.167864994108165,58.011562710772985,0.6322529809007587
1066,0.7464731065340541,201434,Seattle,Industrial,9.13,0.11371592494651878,16.977041508416328,0.7732862145104651,127714.13,5.180961062445061,40.90533504583157,0.7551281158255786
2343,0.7950665321398147,305814,New York,Residential,11.71,0.5422667193532106,14.560876773151554,0.6270286014906434,224967.03,7.599954935828126,53.909764555849605,0.5510047528549732
1193,0.7620698646177246,236408,San Francisco,Commercial,9.55,0.06548109640738387,14.624667783899318,0.9806276386639782,125897.34,7.623130439415047,41.38479617368357,0.8615586169026378
1764,0.6722068511683437,201297,San Francisco,Commercial,8.46,0.1927432387439947,16.30084138526592,0.7244119245981318,203619.35,4.357448359923361,33.44673735910327,0.6972674743416549
2544,0.680526895039986,349097,Chicago,Industrial,11.2,0.4476795973482512,14.09650014077023,0.719235960820422,246593.84,7.775932903263907,46.57902061141393,0.6206225453888683
2032,0.7065717207968664,356470,Austin,Residential,10.12,0.22328563462774315,15.28401752247001,0.5192343178898161,225464.63,5.421068157352994,35.218592419902336,0.6195794733048292
1461,0.6779496997557266,204968,Austin,Industrial,10.99,0.1565478049670456,15.892632919324647,0.6275005178101073,173673.42,6.037927876331715,46.62166009254868,0.6982810851372246
1642,0.8445818675192364,110009,New York,Industrial,11.5,0.24194982500539236,17.45153567839863,0.7946022616617591,154934.84,6.078919352510731,51.47986003188065,0.7360609746625467
2339,1.0,325563,Austin,Residential,15.36,0.23847334630297437,17.24442174082583,1.0,225037.02,10.0,69.72436309753598,0.8582106614788103
1634,0.6163762322488249,198652,San Francisco,Industrial,10.29,0.17218516158124156,15.80113343030499,0.6892963559344014,189908.45,5.761205827923977,43.06502176249131,0.709744477741264
2108,0.4945295530631383,309296,Austin,Commercial,7.95,0.02042688437823764,7.173693796679433,0.329236883321516,182101.09,2.656194130982635,49.5184469784513,0.6030239995773113
2022,0.6867576927473117,102242,Denver,Mixed-use,8.93,0.11324901073748801,15.730052459163609,0.7337079179825083,164072.75,4.570572997717275,49.201320986517146,0.7374835628980082
1674,1.0,316944,Austin,Mixed-use,12.69,0.24497741534151957,16.193657786837733,0.8497095716427765,194779.21,7.476089058783144,67.12345961084057,0.7687928625205028
3071,0.5794488148045404,159162,San Francisco,Industrial,13.06,0.17548334030908566,16.802786541391136,0.4165154940401112,346604.31,5.43186407967201,61.29511172818647,0.6270128614924103
2316,0.9458675208166101,304807,Chicago,Residential,13.98,0.41204580238224403,12.131925111803856,0.9912097291859677,275380.09,6.029912281664041,59.21615401064964,0.7714655707214896
987,0.951655122111466,251070,New York,Residential,12.5,0.23234791853719763,8.633771842740323,1.0,81259.23,5.13609634016813,65.86135891760198,0.832060832585121
2093,0.6169617637438007,178454,Seattle,Commercial,9.91,0.3974157224255461,17.418510032351,0.6628371227470244,180515.17,0.36678285896058327,42.027717361267264,0.6052685601285913
1669,0.7853474618777913,219472,Austin,Residential,10.89,0.13477763949324836,11.32642021961113,0.973305720085923,140550.67,4.443986182520308,46.45199876379527,0.8443112322370698
2426,0.9442594934692806,301473,San Francisco,Residential,12.0,0.357330737731068,18.666508632953445,0.9811347471020517,260398.7,5.845415581838307,47.89823097474512,0.7695216037483935
1603,0.6431308388518769,257942,Seattle,Commercial,9.89,0.10706655885950396,13.26404434257351,0.6601402597291839,167097.37,2.461050442486034,45.68653028004565,0.7201294803478719
1942,0.6694629459846457,293830,Seattle,Industrial,10.88,0.22189568619705693,11.918481124944291,0.5478620021504707,183273.16,3.642314621504911,49.85198373418582,0.6391865263813655
2252,0.6127478629077034,398233,Denver,Mixed-use,8.16,0.4561786527942896,16.04886591760796,0.6985092307729783,185332.71,5.319994648475762,32.0837320851261,0.5785322311914756
2432,0.54778649039607,132681,Seattle,Commercial,9.78,0.12854892803398965,16.84852825501316,0.38264206535965095,256786.32,5.337369642740145,45.41109800447101,0.5994372549302646
1399,0.6026083682400989,371290,Chicago,Industrial,7.39,0.3390682604076543,16.669734066226734,0.8046452756218905,143823.94,6.788843757889789,41.866655555129,0.6601308060856944
1832,0.5164089599856615,257826,San Francisco,Commercial,8.38,0.29908551930343136,16.504831217807734,0.6034887542116494,154833.55,5.446285815607002,29.152684623910762,0.6055612939632872
1762,0.7051125202388838,182591,San Francisco,Industrial,9.94,0.13930068317535949,12.876629078240102,0.9840922555683234,205019.96,6.715267547118072,50.27754263853602,0.8373166289571857
1673,0.5845040153412037,150226,Austin,Commercial,9.98,0.4056898909083302,10.419270611138415,0.6234368261986643,147153.71,4.599918209867117,39.39893854568632,0.5868987741161337
2882,0.7350678867686121,235815,Austin,Industrial,12.52,0.266186908967032,13.831006814102647,0.827084492877679,316271.74,6.423135799873347,57.0823343757856,0.7495590335642588
2202,0.46661565306945585,319123,Austin,Commercial,5.12,0.4676025719445197,11.562876635953534,0.43889854207118867,254117.48,8.942230296056893,20.950425702324754,0.43971838805066765
1369,0.7496320348321686,240433,Chicago,Industrial,10.52,0.20733232420421932,16.297646054698312,0.7453040760433552,141252.05,6.577933401933804,39.53960959633095,0.7203887007356544
2458,0.8250293442413387,363336,Seattle,Commercial,13.18,0.5953236028833017,17.622743432451237,0.7198759533590081,220910.18,5.529968341255088,49.264176725107305,0.5816209401902825
3061,0.40093965361428163,141161,Seattle,Mixed-use,8.06,0.6163832545815253,15.518089950356408,0.2561687887575147,282744.39,4.114527755627099,27.304037981455416,0.33651421367039575
2516,0.7561084854771358,249093,Denver,Mixed-use,12.43,0.2013096655359718,14.997165556681754,0.7750582661684678,290421.63,6.173950819843552,65.50506556352805,0.7537994402529985
1240,0.8841503488709938,156070,Chicago,Residential,13.73,0.600553413388054,14.068702264464804,0.8792320982536106,113993.55,5.564010818138549,63.99383027781189,0.6487714739462226
1757,0.5185538471963191,277272,Austin,Industrial,7.88,0.1545871065392779,17.941047808616386,0.41095647558646997,193002.27,7.123997304103589,42.694765059206674,0.5813477476188769
2633,0.9508858580256554,316516,New York,Commercial,15.36,0.058479812699855,9.508593784067,0.8610126837934907,314924.2,2.3561706415244505,64.66346470393889,0.8746131484374542
1646,0.7628528514049068,218442,Denver,Industrial,10.36,0.4239217830293726,11.381546880009527,0.7660998504757044,197507.93,5.623785936556147,38.07271849302654,0.6404712269785328
2221,0.5942482216362386,54683,New York,Mixed-use,10.54,0.09913152951386743,20.480199908200756,0.4849360466580803,225074.34,6.838561755820343,45.67419375796071,0.6597218068576851
2387,0.6916346383513441,264921,Seattle,Industrial,10.75,0.2875859696801259,11.235121887588999,0.7272991462988582,269879.55,6.258764866016181,47.722104380289096,0.6833852706474929
1536,0.7837490368782583,282755,Denver,Commercial,10.16,0.26482437055617436,16.593110497410233,0.6775401201662342,183720.95,5.334960790334373,36.238379926498915,0.666686299844024
1970,0.7114008087118617,280322,Denver,Industrial,10.27,0.2770575801457128,17.210370324950762,0.7369862567044766,187124.22,5.307293952680327,51.29833108075237,0.6866714706235055
379,0.7808133988669553,342683,San Francisco,Commercial,6.66,0.290294631601735,9.221246786455009,0.665742187660944,34146.53,3.802306348043319,17.522169493259426,0.6167790224236835
1487,0.561898961038095,169670,Seattle,Mixed-use,8.04,0.1378997666085281,9.797106371590006,0.447247403355571,125754.6,6.75774377137855,42.60463438309915,0.6041390546988172
1873,0.7254041236054116,301016,Seattle,Mixed-use,11.66,0.23516186883653592,18.7941430217907,0.4891810076213924,160396.2,6.849770606786949,57.95095662987936,0.6182076555139426
1376,0.48794282546425294,339438,Chicago,Mixed-use,5.49,0.1888724269235103,12.081169004235779,0.47191492646584193,157059.74,3.173789620407945,18.20062645466866,0.5681169998169326
2816,0.683316090797695,116605,Denver,Residential,11.24,0.267862610460514,12.163105140705538,0.8287225675280441,291593.77,7.529275023242034,57.15252068285819,0.7367439828270121
1284,0.5644138537802815,273973,Seattle,Mixed-use,7.6,0.22020585830688572,13.437371554952648,0.7041469351719081,147593.7,4.690782526933171,31.929829560787674,0.669576430746009
1779,0.589670508611535,212186,Denver,Industrial,9.09,0.43788678798150116,12.088553870462047,0.6220772589576264,198497.62,5.2480132367991565,33.728769285518524,0.5645761883904501
2065,0.8854139762815656,243885,Chicago,Residential,13.22,0.2290532384549562,16.578803036033488,0.6853125280422113,220851.31,9.70779289139033,59.41169768207906,0.714703715834902
2720,0.8636965180891403,276075,Chicago,Mixed-use,13.4,0.19054421388343984,11.45388732282948,0.9480840374125328,283893.17,9.20383973857566,61.51070306236543,0.8370159294116372
1282,0.7913707181360765,213457,San Francisco,Industrial,10.64,0.27029999473656957,9.102718415677582,0.8139373454881712,105038.82,3.1068050968605543,46.575630279811556,0.7238549403006407
2581,0.5361530852991131,199321,Denver,Industrial,9.39,0.11402592082335619,18.469069551572353,0.49550276932997916,296533.69,3.4420061283404486,43.564614973670125,0.6464907394026492
2005,0.6525387325457797,252561,Seattle,Industrial,8.63,0.26098685329974136,11.601267701421088,0.7732753453371457,193910.93,3.8980192538059284,33.47868337074113,0.6912153968149618
1509,0.8819646549968775,168456,Seattle,Commercial,12.18,0.01831142508433602,12.74394369999921,0.9435091236777289,154508.73,9.172449064420167,57.24279120970498,0.8918790794373571
2231,0.7212575370459857,168563,Denver,Residential,12.26,0.3510279678762154,17.489573803867362,0.9174124413245746,180439.13,4.785582260814272,51.421428259260615,0.7491537893793437
2099,1.0,300952,Denver,Industrial,14.51,0.3551038887211714,15.210731665264838,0.8594361166051966,246512.73,3.051678104420168,73.81157380704337,0.7468328911536102
1699,0.7589976759091557,163840,Denver,Commercial,9.38,0.21368716631425136,18.337023775831,0.6262546451856906,197270.24,8.464893097938335,39.77049410417285,0.6588269915485757
2034,0.7288073674735047,299973,Austin,Mixed-use,10.89,0.02420380127423078,17.535426314960198,0.6129094224002588,206921.1,7.187881350510786,50.789101561552975,0.7443822484504112
1807,0.6536325303696248,284694,Seattle,Industrial,8.54,0.20042436318019838,13.63970806302463,0.6251303793005003,186288.08,10.0,46.27315676317401,0.6552824064481207
2056,0.7200311357173423,120564,Chicago,Commercial,12.86,0.4979263671038684,18.06575964745805,0.8788483611969834,222460.62,7.183862808796436,52.73142837365372,0.680968797637246
2331,0.6771295245429184,199182,Seattle,Industrial,11.34,0.10049310087523376,15.503319443379167,0.6147702720075413,211160.15,5.936234212481245,50.23897934670001,0.719110868452923
2793,0.8062163015032885,339558,Austin,Residential,13.53,0.0027269051866313523,13.204836273928965,0.7459958834474651,248232.41,6.505402017899615,62.06067556836311,0.8326075913043336
1381,0.8435053475191876,176412,Denver,Residential,11.56,0.3679355370973839,15.871204868905544,0.8852345408706498,147713.03,5.0940106814494195,43.34048708214844,0.7225196015093064
3066,0.5821015809238075,215169,San Francisco,Mixed-use,10.95,0.6801543339033393,11.071612440472519,0.666417125703258,258086.37,8.610991732750605,43.85283819419043,0.5040051167199675
1023,0.5003150569663333,284654,Denver,Industrial,7.78,0.21332626048352255,17.501543107426173,0.27663589753486706,100420.22,8.71655147039238,25.611720934884726,0.5031238548205378
1924,0.4245691940345055,308754,Denver,Commercial,7.73,0.27836909087162603,17.112356365043418,0.5285406816533639,191842.84,2.8341585201576813,39.814306714324296,0.5773686363126952
2294,0.7761986990368815,231134,Austin,Mixed-use,12.1,0.2582079670598781,15.361075324451509,0.7106770684433844,218511.48,7.885054254915284,54.87918396348678,0.7019876405534026
2140,0.5344950090739189,205186,Seattle,Industrial,8.76,0.15204420675474814,9.245180925288055,0.5242525376779061,187058.96,3.857862524518297,38.57374395100781,0.6364833323692632
1688,0.3770664110571275,356677,Denver,Mixed-use,3.85,0.3506726458153348,18.463214361355348,0.5188928243308812,159030.95,10.0,11.094769390268537,0.5057880714062186
1895,0.7582867906796446,380417,Seattle,Commercial,10.68,0.11531878379137869,16.311278052772373,0.7366424307501973,177186.84,9.03408617190959,53.40890759890306,0.7553294587835275
1753,1.0,323414,New York,Mixed-use,13.18,0.20860869897844825,14.931124959366345,0.8468129479814092,175248.51,3.723945864623116,59.37863085167797,0.7870816996011843
1705,0.6990893632690159,256398,Chicago,Mixed-use,10.5,0.1671877395010777,14.458000562462878,0.5516988331759214,182413.23,6.477997496964171,48.197386650519796,0.6588044374699376
2424,0.8257736161677462,189380,Seattle,Mixed-use,13.86,0.6100962729999972,13.38984231808319,0.8228624280548102,287800.08,7.986172765465359,62.363473607960636,0.6237064620219253
2178,0.7122744037821347,187716,San Francisco,Industrial,12.47,0.14400843252662404,13.966587712439635,0.6788379302656593,186799.5,4.752614773679802,61.20435954648352,0.7386317990956142
1653,0.6851665520213286,289188,Chicago,Commercial,9.87,0.2960721561348102,17.30765007868542,0.691113869438282,189963.89,3.2673140803215164,37.17874758032438,0.6567166853213888
2449,0.8378614724481652,281379,San Francisco,Residential,11.68,0.5535988860775679,13.449821871332938,0.7977336743452015,223758.08,6.203572656405299,43.78928060633921,0.6144539153070535
2153,0.6564588183717023,355119,Denver,Industrial,7.54,0.15706254046364715,14.177093571610762,0.7806015034001894,223169.02,5.68127182680945,25.651665940560804,0.724815585174617
2406,0.7401088471107854,298783,Chicago,Residential,10.57,0.5531692015218237,14.617220171079486,0.7425855710922924,245097.96,4.17143883198586,44.86284881710792,0.5814665478281875
2314,0.748254670929402,137268,Seattle,Residential,13.48,0.4508706195596076,14.699408216339815,0.5719569052267981,236671.15,8.472184022435734,61.99258681771198,0.5832345142668762
1585,0.5997864319535426,328896,Chicago,Industrial,10.02,0.2125501506380619,13.146564251320935,0.6814397311398834,172660.94,3.4220909150254633,41.17716948785892,0.6877558322007287
1719,0.8488063524304783,175145,Denver,Industrial,11.94,0.0764480819440446,14.489401668364808,1.0,163764.89,5.784270003014107,69.69530006023388,0.8888207672223822
2373,0.6737560364956887,221202,Austin,Commercial,9.47,0.17002765611265735,16.029941837703465,0.6892491346145082,220128.97,6.363652575160517,56.13887716280519,0.7023885914007404
2305,0.5866382260760733,268765,San Francisco,Commercial,8.89,0.1621403091087569,12.28558620059641,0.6098932624201058,263031.35,6.617944799029662,41.321241484140664,0.6680011813245396
1989,0.7804764765355605,399675,Denver,Mixed-use,11.82,0.25939066305073377,14.503288148154114,0.7024879753292896,176630.76,8.26134642132778,49.92534898348505,0.6954389249114223
2058,0.5652298027313444,483243,Austin,Residential,7.21,0.12748340353383264,20.792952621363302,0.5409847287856345,179477.85,5.519927367998687,34.86933787648156,0.6375005301007208
2638,0.7042271736053692,295504,Chicago,Commercial,11.96,0.2792792403677038,14.810566979385772,0.7545141745546943,212686.9,0.7931536828572234,50.109255492907586,0.7096939736747963
1704,0.6986321505033695,236260,Chicago,Mixed-use,10.21,0.2952191034097068,12.208730865414063,0.811811157101262,150672.98,5.226445554260773,49.89577941264094,0.7087368214766221
2273,0.8628843348747367,290087,Denver,Commercial,13.4,0.41864093455468093,11.857764548121454,0.9074843627677772,228984.88,7.451326533311292,59.45897758904629,0.7295373712852385
1898,0.7712047349319928,316574,Seattle,Industrial,12.65,0.21481843285531196,11.204414783901925,0.9530088227858903,192723.59,5.711698815958202,60.1449996778273,0.8217761559722314
1891,0.6962459561882284,225949,Chicago,Commercial,10.97,0.26826379103882175,19.88134968501677,0.7060929875933368,170524.37,5.726501912325444,58.28055320657466,0.684831678621806
2549,0.822664944880043,384640,Seattle,Residential,12.34,0.11741468783872222,18.024067169149035,0.71049539452819,211289.07,7.05242664315197,56.256589612102665,0.7606322826757872
2412,0.908531132352597,267255,Seattle,Commercial,15.51,0.44061129521745895,11.131124797727358,0.7992255932737191,264802.94,7.316086721460809,65.84281963637258,0.6985457192225041
2406,0.7836715459527793,287330,Seattle,Residential,12.33,0.43312838602622705,15.64111888301472,0.9071127191405496,265427.55,2.4272263763559567,57.27928457655244,0.712893733245729
2652,0.701552892976507,299944,New York,Industrial,10.55,0.07960753670557788,18.674508176108723,0.8022630904386169,318010.48,5.962631738250656,49.04786238222134,0.7945622214932156
2010,0.503224565147476,281618,Austin,Residential,8.67,0.6571497027675718,14.878595665777588,0.33876415831278756,233162.38,5.609571557676354,38.226163053955645,0.35934578221808633
2340,0.540232950538694,312920,Austin,Commercial,9.27,0.10556563090041048,13.525157991816194,0.5192821314951043,273879.41,6.150238752123507,49.24117056444459,0.6581866002378776
1844,0.6542162943467998,203706,Chicago,Mixed-use,9.6,0.45577858005916266,21.722698945435056,0.6368969134845486,206395.51,2.060487647613911,37.02762286349095,0.5684473333701543
2162,0.6085731696761075,208127,Chicago,Industrial,9.35,0.3261524463226892,9.28396552902344,0.5334198838463216,226188.69,8.646170505621711,31.16911691447674,0.5764069750094529
1934,0.6719543045521831,167488,Seattle,Commercial,10.15,0.33054784821840616,22.89774231999046,0.5309169991073291,164664.32,6.013447664265699,36.87782530584033,0.5816476603555693
2048,0.7084974887345661,282962,New York,Industrial,9.97,0.21969682804700075,15.179997626569518,0.6311370721747381,214819.91,6.849984680092879,43.04723313284772,0.664276097651095
2297,0.7794539131535095,308420,Seattle,Industrial,11.37,0.4676456546306071,18.87129039088355,0.6841190570220139,188901.22,9.531968428015672,49.52063625033646,0.6002893609565627
1590,0.6894251832911362,284332,New York,Commercial,8.66,0.16419793773352484,11.398160462153022,0.5507783368688238,183505.02,6.869305594801001,45.527426786837886,0.6412321596541196
3046,0.7729752465739302,375586,Seattle,Commercial,12.86,0.1587825512458851,12.823247105852067,0.8558817785905075,302385.11,2.9201861940690814,60.03791097733681,0.8074396909378491
1496,0.7096711622215179,249580,San Francisco,Mixed-use,10.07,0.13426781255682912,11.760129771840598,0.7379658192957588,161416.77,5.827112658097075,43.22020241374087,0.7421792026955719
1392,0.40368001504691925,300155,San Francisco,Industrial,6.01,0.31339767380116273,14.696906462972626,0.35726774890572394,114268.93,7.349776185829657,23.078337520610336,0.4776480300418245
2579,0.5590996909271868,168122,Denver,Industrial,10.1,0.5457177263027482,15.92317842032628,0.3520428397441566,261433.07,6.1132574277131475,39.68749222949666,0.42353004537656336
2395,0.6783868666417576,220967,Seattle,Commercial,10.85,0.2667708209506943,18.200405989807866,0.6484792557082756,220461.03,9.413642940708982,55.439310167900956,0.6611833739030326
2312,0.5185457885738338,302165,Chicago,Residential,10.01,0.591010667949725,9.865633204893692,0.5706513510318895,211313.87,4.288075682548538,44.476907599989914,0.4919562732328657
2314,0.7899893094994306,313682,Austin,Commercial,11.84,0.17278202281125482,15.470651813226267,0.7163849116225336,221186.55,8.490245043975314,50.73484865956269,0.7358411555245115
